,ID,URL,Availability,Inventory_State,Brand_Link,Name,Brand_Name,Reference,Price,Views,Reference_Number,Box,Papers,Manufactured_In,Style,Gender,Case_Size,Case_Material,Dial_Color,Hours_Markers,Caseback,Case_Shape,Water_Resistance,Movement,Complications,Strap_Bracelet_Material,Band_Color,Buckle_Type,Bracelet_Length,Warranty_Details,Year
723,723,https://www.thewatchbox.com//sg/en/shop/4720926.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Cartier,Santos de Cartier,CARTIER,REF WSSA0037,11513.0,,WSSA0037,Yes,Yes,Switzerland,Casual,Mens,39mm,STAINLESS STEEL,GREY,NO MARKERS,Solid,Square,100m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25"" 3 LINKS",,2021
724,724,https://www.thewatchbox.com//sg/en/shop/4660767.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 118239,ROLEX,REF 118239 HAV ROM PRS,39550.0,,118239 HAV ROM PRS,Yes,Yes,Switzerland,Dress,Mens,36mm,WHITE GOLD,BROWN,ROMAN NUMERALS,Solid,Round,100m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,7 INCH,,2003
725,725,https://www.thewatchbox.com//sg/en/shop/4391835.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/womens-watches/,Tortue Monopoussoir,CARTIER,REF WA506351,61063.0,,WA506351,Yes,Yes,Switzerland,"Casual, Dress, Sport",Ladies,34x43mm,WHITE GOLD,SILVER,NO MARKERS,Exhibition,Tonneau,30m,Mechanical (Hand-winding),CHRONOGRAPH,ALLIGATOR,BLACK,DEPLOYANT BUCKLE,,2-Year WatchBox Warranty,
726,726,https://www.thewatchbox.com//sg/en/shop/4696696.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 81348SARO,ROLEX,REF 81348SARO-0003,78505.0,,81348SARO-0003,Yes,Yes,Switzerland,Dress,Ladies,34mm,YELLOW GOLD,DIAMOND,ROMAN NUMERALS,Solid,Round,1m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"6.75""",,2021
727,727,https://www.thewatchbox.com//sg/en/shop/4731626.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Jaeger-LeCoultre,Polaris,JAEGER-LECOULTRE,REF Q9008180,,,Q9008180,Yes,Yes,Switzerland,Casual,Mens,41mm,STAINLESS STEEL,BLUE,"INDEX, ARABIC",Exhibition,Round,100m,Mechanical(Automatic),TIME ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.25"" 3 LINKS",,2018
728,728,https://www.thewatchbox.com//sg/en/shop/4615456.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Audemars%20Piguet,Royal Oak,AUDEMARS PIGUET,REF 15400ST.OO.1220ST.04,63742.0,,15400ST.OO.1220ST.04,Yes,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,GREY,INDEX,Exhibition,Octagon,50m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2018
729,729,https://www.thewatchbox.com//sg/en/shop/4749511.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=IWC,Pilot's Watch Double Chronograph Top Gun,IWC,REF IW3718-15,18457.0,,IW3718-15,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,CERATANIUM,BLACK,ARABIC NUMERALS,Solid,Round,60m,Automatic,CHRONOGRAPH,RUBBER,BLACK,TANG BUCKLE,,,2019
730,730,https://www.thewatchbox.com//sg/en/shop/4518221.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/coming-soon/,Yacht-Master II 116688,ROLEX,REF 116688-0001,58568.0,,116688-0001,No,Yes,Switzerland,"Casual, Dress, Sport",Mens,44mm,YELLOW GOLD,WHITE,INDEX,Solid,Round,100m,Automatic,COUNTDOWN TIMER,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"7""",,2014
731,731,https://www.thewatchbox.com//sg/en/shop/4561759.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=F.P.%20Journe,Tourbillon Souveraine,F.P. JOURNE,REF S-TN G 40 A GR,412258.0,,S-TN G 40 A GR,Yes,Yes,Switzerland,Dress,Mens,40mm,ROSE GOLD,GREY,ARABIC,Exhibition,Round,30m,Manual wind,POWER RESERVE INDICATOR,ALLIGATOR,BROWN,TANG BUCKLE,,,
732,732,https://www.thewatchbox.com//sg/en/shop/4641809.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 118388,ROLEX,REF 118388 CHP JUB DIA PRS,56894.0,,118388 CHP JUB DIA PRS,No,No,Switzerland,Dress,Mens,36mm,YELLOW GOLD,CHAMPAGNE,DIAMOND,Solid,Round,1m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,,,2000
733,733,https://www.thewatchbox.com//sg/en/shop/4519633.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/best-sellers/,"Royal Oak ""Jumbo"" Extra-Thin",AUDEMARS PIGUET,REF 15202ST.OO.0944ST.02,103572.0,,15202ST.OO.0944ST.02,Yes,No,Switzerland,"Casual, Dress",Mens,39mm,STAINLESS STEEL,BLACK,INDEX,Exhibition,Octagon,50m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,7,,1995
734,734,https://www.thewatchbox.com//sg/en/shop/4528998.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Omega,Constellation Globemaster,OMEGA,REF 130.23.39.21.03.001,9893.0,,130.23.39.21.03.001,Yes,Yes,Switzerland,Dress,Mens,39mm,STAINLESS STEEL,BLUE,INDEX,Exhibition,Round,100m,Automatic,CALENDAR,ALLIGATOR,BLUE,DEPLOYANT BUCKLE,,,
735,735,https://www.thewatchbox.com//sg/en/shop/4473641.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Cartier,Calibre de Cartier,CARTIER,REF WSCA0003,7927.0,,WSCA0003,Yes,Yes,Switzerland,Casual,Mens,38mm,STAINLESS STEEL,SILVER,ROMAN NUMERALS,Exhibition,Round,30m,Automatic,DATE,ALLIGATOR,BLACK,DEPLOYANT BUCKLE,,,2017
736,736,https://www.thewatchbox.com//sg/en/shop/4574166.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/gem-set-watches/,Datejust 179239,ROLEX,REF 179239 BLK IX OYS,18371.0,,179239 BLK IX OYS,Yes,No,Switzerland,"Casual, Dress",Ladies,26mm,WHITE GOLD,SILVER,INDEX,Solid,Round,100m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,6.5,,
737,737,https://www.thewatchbox.com//sg/en/shop/4721007.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Panerai,Luminor Marina 1950 3 Days PAM 312,PANERAI,REF PAM00312,8068.0,,PAM00312,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,STAINLESS STEEL,BLACK,INDEX/ARABIC,Exhibition,Cushion,300m,Automatic,CALENDAR,ALLIGATOR,BROWN,DEPLOYANT BUCKLE,,,2008
738,738,https://www.thewatchbox.com//sg/en/shop/4661294.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/wishlist-grail/,Royal Oak Chronograph,AUDEMARS PIGUET,REF 26331OR.OO.1220OR.02,160466.0,,26331OR.OO.1220OR.02,No,No,Switzerland,"Casual, Dress, Sport",Mens,41mm,ROSE GOLD,BROWN,INDEX,Solid,Octagon,50m,Automatic,CHRONOGRAPH,ROSE GOLD,ROSE GOLD,FOLDING BUCKLE,,,2018
739,739,https://www.thewatchbox.com//sg/en/shop/4728739.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=F.P.%20Journe,Octa Automatique Lune,F.P. JOURNE,REF O-AL PT 38 A SI,142960.0,,O-AL PT 38 A SI,Yes,Yes,Switzerland,Dress,Mens,38mm,PLATINUM,SILVER,ARABIC NUMERALS,Exhibition,Round,30m,Automatic,DATE,ALLIGATOR,BLUE,TANG BUCKLE,,,2016
740,740,https://www.thewatchbox.com//sg/en/shop/4634762.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Jaeger-LeCoultre,Polaris Mariner Date,JAEGER-LECOULTRE,REF Q9068180,16859.0,,Q9068180,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,42mm,STAINLESS STEEL,BLUE,"ARABIC NUMERALS, INDEX",Exhibition,Round,300m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2020
741,741,https://www.thewatchbox.com//sg/en/shop/4721171.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Oyster Perpetual 114300,ROLEX,REF 114300-0002,12863.0,,114300-0002,Yes,Yes,Switzerland,Casual,Mens,39mm,STAINLESS STEEL,PURPLE,INDEX,Solid,Round,100m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,7.25,,2019
742,742,https://www.thewatchbox.com//sg/en/shop/4732913.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=IWC,Big Pilot's Watch,IWC,REF IW3293-03,9882.0,,IW3293-03,Yes,Yes,Switzerland,Casual,Mens,43mm,STAINLESS STEEL,BLUE,ARABIC NUMERALS,Exhibition,Round,100m,Automatic,TIME-ONLY,LEATHER,BLUE,DEPLOYANT BUCKLE,,,2022
743,743,https://www.thewatchbox.com//sg/en/shop/4601944.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 116231,ROLEX,REF 116231-0085,17658.0,,116231-0085,No,Yes,Switzerland,"Casual, Dress",Unisex,36mm,STAINLESS STEEL,BLACK,ROMAN NUMERALS,Solid,Round,100m,Automatic,DATE,ROSE GOLD AND STAINLESS STEEL,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,"7.25""",,2015
744,744,https://www.thewatchbox.com//sg/en/shop/4754933.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Panerai,Luminor Chrono Flyback PAM 1298,PANERAI,REF PAM01298,21460.0,,PAM01298,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,CERAMIC,BLACK,"ARABIC NUMERALS, INDEX",Solid,Round,100m,Automatic,FLYBACK CHRONOGRAPH,ALLIGATOR,BLACK,TANG BUCKLE,,,2021
745,745,https://www.thewatchbox.com//sg/en/shop/4698460.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Audemars%20Piguet,Classique,AUDEMARS PIGUET,REF 25660BA.PP.A002XX.01,13403.0,,25660BA.PP.A002XX.01,No,No,Switzerland,Dress,Ladies,31mm,YELLOW GOLD,SILVER,ARABIC NUMERALS,Solid,Round,50m,Manual wind,DATE,ALLIGATOR,BLACK,TANG BUCKLE,,,1987
746,746,https://www.thewatchbox.com//sg/en/shop/4602678.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Hublot,Classic Fusion Black Magic,HUBLOT,REF 511.CM.1171.RX,10994.0,,511.CM.1171.RX,Yes,No,Switzerland,Casual,Mens,45mm,CERAMIC,BLACK,INDEX,Exhibition,Round,50m,Mechanical(Automatic),DATE,RUBBER,BLACK,DEPLOYANT BUCKLE,,,
747,747,https://www.thewatchbox.com//sg/en/shop/4509931.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Panerai,Luminor Regatta Chronograph PAM 308,PANERAI,REF PAM00308,11513.0,,PAM00308,Yes,Yes,Switzerland,"Casual, Sport",Mens,44mm,STAINLESS STEEL,BLACK,"ARABIC NUMERALS, DOT",Solid,Cushion,100m,Manual Wind,CHRONOGRAPH,RUBBER,BLACK,TANG BUCKLE,,,2009
748,748,https://www.thewatchbox.com//sg/en/shop/4748125.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer 214270,ROLEX,REF 214270-0003,14893.0,,214270-0003,Yes,Yes,Switzerland,"Casual, Dress",Mens,39mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,2017
749,749,https://www.thewatchbox.com//sg/en/shop/4621462.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Explorer 214270,ROLEX,REF 214270-0003,15520.0,,214270-0003,No,Yes,Switzerland,"Casual, Dress",Mens,39mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,2020
750,750,https://www.thewatchbox.com//sg/en/shop/4634325.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/gem-set-watches/,Day-Date 118398,ROLEX,REF 118398 CHP DIA PRES,64292.0,,118398 CHP DIA PRES,Yes,Yes,Switzerland,Dress,Mens,36mm,YELLOW GOLD,CHAMPAGNE,DIAMOND,Solid,Round,100m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,7.7,,2004
751,751,https://www.thewatchbox.com//sg/en/shop/4703260.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 16233,ROLEX,REF 16233 STL AR JUB,10800.0,32.0,16233 STL AR JUB,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,GRAY,ARABIC NUMERALS,Solid,Round,1m,Automatic,DATE,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,,,2000
752,752,https://www.thewatchbox.com//sg/en/shop/4686622.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=IWC,Pilot's Watch Spitfire,IWC,REF IW3268-03,6307.0,25.0,IW3268-03,Yes,Yes,Switzerland,Casual,Mens,39mm,STAINLESS STEEL,BLACK,ARABIC NUMERALS,Solid,Round,60m,Automatic,DATE,LEATHER,BROWN,TANG BUCKLE,,,
753,753,https://www.thewatchbox.com//sg/en/shop/4757738.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Cartier,Roadster,CARTIER,REF W62004V3,5411.0,,W62004V3,Yes,Yes,Switzerland,Casual,Mens,38x43mm,STAINLESS STEEL,BLACK,ARABIC NUMERALS,Solid,Tonneau,50m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,8 IN,,2005
754,754,https://www.thewatchbox.com//sg/en/shop/4735023.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 118348,ROLEX,REF 118348-0019,53071.0,,118348-0019,Yes,Yes,Switzerland,Dress,Mens,36mm,YELLOW GOLD,CHAMPAGNE,DIAMOND,Solid,Round,100m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"6 1/2"" & 2",,2006
755,755,https://www.thewatchbox.com//sg/en/shop/4634788.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 16200,ROLEX,REF 16200 BLU BT,10616.0,,16200 BLU BT,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,BLUE,NO MARKERS,Solid,Round,100m,Mechanical(Automatic),DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7""",,2004
756,756,https://www.thewatchbox.com//sg/en/shop/4561155.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 178273,ROLEX,REF 178273-0006,,,178273-0006,No,No,Switzerland,"Casual, Dress",Ladies,31mm,STAINLESS STEEL,SILVER,DIAMOND,Solid,Round,1m,Automatic,DATE,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,,,2006
757,757,https://www.thewatchbox.com//sg/en/shop/4652616.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Audemars%20Piguet,Royal Oak,AUDEMARS PIGUET,REF 15500ST.OO.1220ST.04,76054.0,,15500ST.OO.1220ST.04,Yes,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,SILVER,INDEX,Exhibition,Octagon,50m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,21 LINKS (MORE THAN 7.25INCH),,2020
758,758,https://www.thewatchbox.com//sg/en/shop/4617585.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust,ROLEX,REF 116189BBR,73883.0,,116189BBR,No,No,Switzerland,Dress,Mens,36mm,WHITE GOLD,"BLACK, DIAMOND, SILVER","BATONS, DIAMOND",Solid,Round,100m,Automatic,DATE,RUBBER,BLACK,DEPLOYANT BUCKLE,,,2007
759,759,https://www.thewatchbox.com//sg/en/shop/4652202.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Richard%20Mille,RM 023 AJ WG,RICHARD MILLE,REF RM023 AJ WG,260971.0,,RM023 AJ WG,Yes,No,Switzerland,"Casual, Dress",Mens,40mm,WHITE GOLD,"BLACK, SKELETON",ROMAN NUMERALS,Exhibition,Tonneau,30m,Automatic,DATE,RUBBER,BLUE,DEPLOYANT BUCKLE,,,2020
760,760,https://www.thewatchbox.com//sg/en/shop/4709754.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Cartier,Must 21,CARTIER,REF 84090171,3110.0,,84090171,No,No,Switzerland,Casual,Ladies,31mm,STAINLESS STEEL,SILVER,ROMAN NUMERALS,Solid,Round,50m,Quartz,TIME-ONLY,TWO-TONE: YELLOW GOLD PLATED/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,"6.25""",,
761,761,https://www.thewatchbox.com//sg/en/shop/4501193.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 126331,ROLEX,REF 126331-0007,22594.0,,126331-0007,No,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,PINK,DIAMOND,Solid,Round,100m,Automatic,DATE,TWO-TONE: ROSE/STAINLESS,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,,,2021
762,762,https://www.thewatchbox.com//sg/en/shop/4665725.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Zenith,Defy Extreme Chronograph,ZENITH,REF 95.9100.9004/01.I001,16448.0,,95.9100.9004/01.I001,Yes,Yes,Switzerland,"Casual, Sport",Mens,45mm,TITANIUM,SKELETON,INDEX,Exhibition,Round,200m,Automatic,CHRONOGRAPH,TITANIUM,SILVER,FOLDING BUCKLE,,,2021
763,763,https://www.thewatchbox.com//sg/en/shop/4520409.html,Join Waitlist,,https://www.thewatchbox.com/sg/en/search/?q=Breguet,Type XX Aeronavale Flyback Chronograph,BREGUET,REF 3800ST/92/9W6,,,3800ST/92/9W6,Yes,No,Switzerland,"Casual, Sport",Mens,39mm,STAINLESS STEEL,BLACK,ARABIC NUMERALS,Solid,Round,100m,Automatic,CHRONOGRAPH,ALLIGATOR,BROWN,DEPLOYANT BUCKLE,,,
764,764,https://www.thewatchbox.com//sg/en/shop/4659306.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Blancpain,Leman Flyback Chronograph Limited Edition,BLANCPAIN,REF 2185F-3630-555,20250.0,,2185F-3630-555,Yes,No,Switzerland,"Casual, Dress, Sport",Mens,38mm,ROSE GOLD,BLACK,ARABIC NUMERALS,Exhibition,Round,1m,Automatic,DATE,LEATHER,BROWN,DEPLOYANT BUCKLE,,,
765,765,https://www.thewatchbox.com//sg/en/shop/4785622.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 178271,ROLEX,REF 178271 BLK SUN ROM JUB,16988.0,,178271 BLK SUN ROM JUB,No,Yes,nan,"Casual, Dress",Ladies,31mm,STAINLESS STEEL,BLACK,ROMAN NUMERALS,Solid,Round,1m,Automatic,DATE,TWO-TONE: ROSE/STAINLESS,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,,,2006
766,766,https://www.thewatchbox.com//sg/en/shop/4647228.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 116244,ROLEX,REF 116244 WHT ROM JUB,20250.0,40.0,116244 WHT ROM JUB,No,No,Switzerland,"Casual, Dress",Mens,36mm,STAINLESS STEEL,WHITE,ROMAN NUMERALS,Solid,Round,1m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,,,2010
767,767,https://www.thewatchbox.com//sg/en/shop/4649323.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Audemars%20Piguet,Royal Oak Chronograph,AUDEMARS PIGUET,REF 26315ST.OO.1256ST.02,70848.0,,26315ST.OO.1256ST.02,Yes,Yes,Switzerland,"Casual, Sport",Mens,38mm,STAINLESS STEEL,RUTHENIUM,INDEX,Solid,Octagon,50m,Automatic,CHRONOGRAPH,STAINLESS STEEL,SILVER,FOLDING BUCKLE,6.7,,2019
768,768,https://www.thewatchbox.com//sg/en/shop/4587838.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 116231,ROLEX,REF 116231-0099,17680.0,,116231-0099,No,Yes,Switzerland,"Casual, Dress",Unisex,36mm,STAINLESS STEEL,SILVER,DIAMOND,Solid,Round,100m,Automatic,DATE,TWO-TONE: ROSE/STAINLESS,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,"7.25""",,2010
769,769,https://www.thewatchbox.com//sg/en/shop/4603429.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/best-sellers/,"Speedmaster Professional ""Mitsukoshi""",OMEGA,REF 3570.31.00,48524.0,,3570.31.00,Yes,Yes,Switzerland,"Casual, Sport",Mens,42mm,STAINLESS STEEL,SILVER,INDEX,Solid,Round,50m,Manual wind,CHRONOGRAPH,STAINLESS STEEL,SILVER,FOLDING BUCKLE,18 LINKS,,2003
770,770,https://www.thewatchbox.com//sg/en/shop/4602934.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 126300,ROLEX,REF 126300-0012,15649.0,,126300-0012,No,No,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.5""",,2019
771,771,https://www.thewatchbox.com//sg/en/shop/4746475.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 126300,ROLEX,REF 126300-0023,16157.0,,126300-0023,Yes,No,Switzerland,"Casual, Sport",Mens,41mm,STAINLESS STEEL,BLUE,INDEX,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,7.25,,2022
772,772,https://www.thewatchbox.com//sg/en/shop/4626941.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 126300,ROLEX,REF 126300-0012,16232.0,,126300-0012,No,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,DATE,STAINLESS STEEL,SILVER,FOLDING BUCKLE,7.25,,2019
773,773,https://www.thewatchbox.com//sg/en/shop/4648200.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 228238,ROLEX,REF 228238-0008,62165.0,,228238-0008,Yes,Yes,Switzerland,Dress,Mens,40mm,YELLOW GOLD,SILVER,INDEX,Solid,Round,100m,Automatic,DATE,YELLOW GOLD,YELLOW GOLD,FOLDING BUCKLE,"6.5""",,2021
774,774,https://www.thewatchbox.com//sg/en/shop/4705133.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Tudor,Black Bay Fifty-Eight 79030B,TUDOR,REF 79030B-0001,4925.0,,79030B-0001,Yes,Yes,Switzerland,"Casual, Dress, Sport",Mens,39mm,STAINLESS STEEL,BLUE,DOT/INDEX,Solid,Round,200m,Automatic,TIME-ONLY,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7.75""",,2021
775,775,https://www.thewatchbox.com//sg/en/shop/4732129.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/everyday-watches/,Balancier S2,GREUBEL FORSEY,REF BALANCIER S2,291244.0,,BALANCIER S2,Yes,Yes,Switzerland,"Casual, Dress",Mens,46mm,TITANIUM,SKELETON,INDEX,Exhibition,Round,100m,Manual wind,TOURBILLON,FABRIC/CANVAS,BLACK,DEPLOYANT BUCKLE,"7.75""",,2022
776,776,https://www.thewatchbox.com//sg/en/shop/4647368.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 41 126333,ROLEX,REF 126333-0020,22097.0,,126333-0020,No,No,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,GRAY,"INDEX, ROMAN NUMERALS",Solid,Round,100m,Automatic,DATE,"STAINLESS STEEL, YELLOW GOLD","SILVER, YELLOW GOLD",FOLDING BUCKLE,"7.75""",,2021
777,777,https://www.thewatchbox.com//sg/en/shop/4576799.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Datejust 41 126333,ROLEX,REF 126333-0014,23371.0,42.0,126333-0014,No,Yes,Switzerland,"Casual, Dress",Mens,41mm,STAINLESS STEEL,BLACK,INDEX,Solid,Round,100m,Automatic,DATE,TWO-TONE: YELLOW/STAINLESS,TWO TONE: YELLOW/SILVER,FOLDING BUCKLE,7.25,,2020
778,778,https://www.thewatchbox.com//sg/en/shop/4598702.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 118235F,ROLEX,REF 118235F-0052,38329.0,,118235F-0052,Yes,No,Switzerland,Dress,Mens,36mm,ROSE GOLD,WHITE,ROMAN NUMERALS,Solid,Round,100m,Automatic,DATE,ROSE GOLD,ROSE GOLD,FOLDING BUCKLE,"7.25""",,2006
779,779,https://www.thewatchbox.com//sg/en/shop/4561973.html,Make An Offer,Coming Soon,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Cellini Cellinium 5240,ROLEX,REF 5240 MOP JUB TG,14504.0,,5240 MOP JUB TG,No,No,Switzerland,"Casual, Dress",Ladies,35mm,PLATINUM,"WHITE, MOTHER-OF-PEARL",INDEX/ARABIC,Solid,Round,100m,Manual wind,TIME-ONLY,ALLIGATOR,BLACK,TANG BUCKLE,,,2001
780,780,https://www.thewatchbox.com//sg/en/shop/4701819.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Audemars%20Piguet,Royal Oak Chronograph,AUDEMARS PIGUET,REF 26320ST.OO.1220ST.01,71593.0,,26320ST.OO.1220ST.01,Yes,Yes,Switzerland,"Casual, Sport",Mens,41mm,STAINLESS STEEL,BLACK,INDEX,Solid,Octagon,50m,Automatic,CALENDAR,STAINLESS STEEL,SILVER,FOLDING BUCKLE,"7"" 1 LINK",,2012
781,781,https://www.thewatchbox.com//sg/en/shop/4678512.html,Make An Offer,,https://www.thewatchbox.com/sg/en/watches/gem-set-watches/,Day-Date 18948,ROLEX,REF 18948 MOP DI BRC,69595.0,,18948 MOP DI BRC,No,No,Switzerland,"Casual, Dress",Mens,40mm,YELLOW GOLD,"DIAMOND, MOTHER OF PEARL",DIAMOND,Solid,Round,100m,Automatic,DATE,TWO-TONE: WHITE/YELLOW GOLD,TWO TONE: ROSE/SILVER,FOLDING BUCKLE,"7.25""",,2010
782,782,https://www.thewatchbox.com//sg/en/shop/4517082.html,Make An Offer,,https://www.thewatchbox.com/sg/en/search/?q=Rolex,Day-Date 218239,ROLEX,REF 218239-0040,57661.0,,218239-0040,No,Yes,Switzerland,Dress,Mens,41mm,WHITE GOLD,BROWN,NO MARKERS,Solid,Round,100m,Automatic,DATE,WHITE GOLD,SILVER,FOLDING BUCKLE,"7.25""",,2018
